DOI	Title	Authors	Abstract	Journal	Date
10.1016/j.chroma.2018.01.015	Profiling of polyunsaturated fatty acids in human serum using off-line and	Gu WY, Liu MX, Sun BQ, Guo MQ, Wu JL, Li N	Polyunsaturated fatty acids (PUFAs) play a pivotal role in the biological effects, and are the potential biomarkers for some diseases. However, the structural diversity and similarity, the low concentration, and the interference of high abundant endogenous components challenge the PUFAs profiling. Herein, a novel analytical approach, off-line and on-line solid phase extraction-nano-liquid chromatography-quadrupole-time-of-flight mass spectrometry (off-line and on-line SPE-nano-LC-Q-TOF-MS), was established to monitor the PUFAs. The combination of off-line and on-line SPE removed most of impurities, and the recoveries ranged from 80.1% to 93.0% and the matrix effects were from 85.1% to 92.8%. Using this method, 51 PUFAs could be separated well and quantified with the limits of quantification between 0.006 and 2.2 pg. Finally, this developed method was applied successfully to simultaneously qualify and quantify the potential biomarkers in the allergic patients. 21 PUFAs including LTB(4,) 5S-, 11S-, 15S-HETE and 15S-HEPE showed significant differences. Our study indicated that the established method has the potential to sensitively and accurately determine the PUFAs in biological samples.	Journal of chromatography. A	16/02/2018
10.1016/j.cell.2018.05.051	Common Disease Is More Complex Than Implied by the Core Gene Omnigenic Model.	Wray NR, Wijmenga C, Sullivan PF, Yang J, Visscher PM	"The evidence that most adult-onset common diseases have a polygenic genetic architecture fully consistent with robust biological systems supported by multiple back-up mechanisms is now overwhelming. In this context, we consider the recent ""omnigenic"" or ""core genes"" model. A key assumption of the model is that there is a relatively small number of core genes relevant to any disease. While intuitively appealing, this model may underestimate the biological complexity of common disease, and therefore, the goal to discover core genes should not guide experimental design. We consider other implications of polygenicity, concluding that a focus on patient stratification is needed to achieve the goals of precision medicine."	Cell	14/06/2018
10.1186/s13058-025-02123-5	Hsa-miR-155-5p expression in primary breast tissue may have the potential for	Koyama Y, Muguruma M, Horimoto Y, Narui K, Yamada A, Yamada K, Yamamoto S, Orihara S, Kaise H, Kogure A, Yoshioka Y, Ochiya T, Ishikawa T	BACKGROUND: Despite the known incidence of brain metastases in breast cancer, no useful biomarker has been clinically established for breast cancer brain metastasis (BCBM). In the present study, we aimed to examine the expression of microRNAs (miRNAs) related to BCBM in formalin-fixed paraffin-embedded (FFPE) tissues to identify their usefulness as predictive biomarkers of breast cancer brain recurrence (BCBR). METHODS: Pairs of primary breast and metastatic site tissue samples were collected from 38 patients who experienced the first recurrence of metastasis to a single distant organ (brain/lungs/liver/bones = 11/12/9/6 patients) between January 2007 and December 2021 at five institutions in Japan. We evaluated the expression of 15 miRNAs in FFPE specimens of untreated breast and metastatic sites from the same patient using quantitative polymerase chain reaction. RESULTS: Analysis of the selected 15 miRNAs revealed that hsa-miR-155-5p exhibited significant BCBR-specific overexpression in untreated primary breast tissues (p < 0.001). Two other miRNAs, hsa-miR-150-5p and hsa-miR-20b-5p, exhibited moderate (ρ = 0.587) and weak (ρ = 0.350) positive correlations with hsa-miR-155-5p, respectively. The BCBR prediction model demonstrated a high discrimination ability for hsa-miR-155-5p (AUC = 0.960). The localization of hsa-miR-155-5p in primary breast cancer tissue by in situ hybridization confirmed that hsa-miR-155-5p was uniformly stained in the breast cancer cells. CONCLUSIONS: Hsa-miR-155-5p expression in untreated primary breast tissue may be a valuable biomarker for predicting BCBR. A personalized escalation strategy is expected to be helpful in conquering brain metastases.	Breast cancer research : BCR	29/09/2025
10.1111/sjop.12866	Relation between resilience and personality traits: The role of hopelessness and	Nieto M, Visier ME, Silvestre IN, Navarro B, Serrano JP, Martínez-Vizcaíno V	Resilience refers to the process by which individuals use the ability to cope with challenges to successfully adapt to adverse situations, inclining towards the future and hope. The main aim of this study was to analyze the relation between resilience, personality traits, and hopelessness. Furthermore, we conducted comparisons between two age groups: young and older adults. The sample comprised 439 Spanish participants (66.7% women; M = 43.73, SD = 26.41; age range = 18-98 years). The Connor-Davidson Resilience Scale, NEO-Five Factor Inventory, and Beck Hopelessness Scale were used to measure the main study variables. The results revealed a negative relation between resilience and neuroticism, and a positive association with the other personality traits. Additionally, levels of resilience were found to be negatively related to hopelessness. The group of older adults showed significantly lower resilience levels than the young adults, although age was not a significant predictor of resilience. Neuroticism, extraversion, openness, and hopelessness were the only predictors of resilience for the current study. This work contributes to the study of resilience and related factors, by attempting to understand the role of resilience and resistance to risk and how individuals tackle challenges over time, with important implications for mental health.	Scandinavian journal of psychology	01/02/2023
10.1186/s40364-025-00831-w	1-year risks of cancers associated with COVID-19 vaccination: a large	Kim HJ, Kim MH, Choi MG, Chun EM	The oncogenic potential of SARS-CoV-2 has been hypothetically proposed, but real-world data on COVID-19 infection and vaccination are insufficient. Therefore, this large-scale population-based retrospective study in Seoul, South Korea, aimed to estimate the cumulative incidences and subsequent risks of overall cancers 1 year after COVID-19 vaccination. Data from 8,407,849 individuals between 2021 and 2023 were obtained from the Korean National Health Insurance database. The participants were categorized into two groups based on their COVID-19 vaccination status. The risks for overall cancer were assessed using multivariable Cox proportional hazards models, and data were expressed as hazard ratios (HRs) and 95% confidence intervals (CIs). The HRs of thyroid (HR, 1.351; 95% CI, 1.206-1.514), gastric (HR, 1.335; 95% CI, 1.130-1.576), colorectal (HR, 1.283; 95% CI, 1.122-1.468), lung (HR, 1.533; 95% CI, 1.254-1.874), breast (HR, 1.197; 95% CI, 1.069-1.340), and prostate (HR, 1.687; 95% CI, 1.348-2.111) cancers significantly increased at 1 year post-vaccination. In terms of vaccine type, cDNA vaccines were associated with the increased risks of thyroid, gastric, colorectal, lung, and prostate cancers; mRNA vaccines were linked to the increased risks of thyroid, colorectal, lung, and breast cancers; and heterologous vaccination was related to the increased risks of thyroid and breast cancers. Given the observed associations between COVID-19 vaccination and cancer incidence by age, sex, and vaccine type, further research is needed to determine whether specific vaccination strategies may be optimal for populations in need of COVID-19 vaccination.	Biomarker research	26/09/2025
10.1056/NEJMoa2508170	Sotatercept for Pulmonary Arterial Hypertension within the First Year after	McLaughlin VV, Hoeper MM, Badesch DB, Ghofrani HA, Gibbs JSR, Gomberg-Maitland M, Preston IR, Souza R, Waxman AB, Kopeć G, Meyer G, Olsson KM, Fu W, Shi Y, Miller B, Kim SS, Mackenzie HS, Brambatti M, Patel MJ, Koglin J, Cornell AG, Humbert M	BACKGROUND: Sotatercept, an activin-signaling inhibitor, reduces morbidity and mortality among patients with long-standing pulmonary arterial hypertension. Its effects in patients with pulmonary arterial hypertension within the first year after diagnosis are unclear. METHODS: In this phase 3 trial, we enrolled adult patients with World Health Organization functional class II or III pulmonary arterial hypertension who had received the diagnosis less than 1 year earlier, had an intermediate or high risk of death, and were receiving double or triple background therapy. Patients were randomly assigned to receive add-on therapy with subcutaneous sotatercept (starting dose, 0.3 mg per kilogram of body weight; escalated to target dose, 0.7 mg per kilogram) or placebo every 21 days. The primary end point was clinical worsening, a composite of death from any cause, unplanned hospitalization lasting at least 24 hours for worsening of pulmonary arterial hypertension, atrial septostomy, lung transplantation, or deterioration in performance in exercise testing due to pulmonary arterial hypertension, assessed in a time-to-first-event analysis. RESULTS: The trial was stopped early owing to loss of clinical equipoise after the reporting of positive results from previous sotatercept trials. A total of 320 patients were included (160 each in the sotatercept and placebo groups). The median duration of follow-up was 13.2 months. At least one primary end-point event occurred in 17 patients (10.6%) in the sotatercept group and in 59 patients (36.9%) in the placebo group (hazard ratio, 0.24; 95% confidence interval, 0.14 to 0.41; P<0.001). Deterioration in performance in exercise testing due to pulmonary arterial hypertension occurred in 8 patients (5.0%) in the sotatercept group and in 46 patients (28.8%) in the placebo group; unplanned hospitalization for worsening of pulmonary arterial hypertension occurred in 3 patients (1.9%) and 14 patients (8.8%), respectively; and death from any cause occurred in 7 patients (4.4%) and 6 patients (3.8%). No cases of atrial septostomy or lung transplantation occurred. The most common adverse events with sotatercept were epistaxis (31.9%) and telangiectasia (26.2%). CONCLUSIONS: Among adults with pulmonary arterial hypertension who had received the diagnosis less than 1 year earlier, the addition of sotatercept to background therapy resulted in a lower risk of clinical worsening than placebo. (Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; HYPERION ClinicalTrials.gov number, NCT04811092.).	The New England journal of medicine	30/09/2025
10.1136/gutjnl-2025-336391	Gut microbial modulation of 3-hydroxyanthranilic acid and dopaminergic signalling	Castells-Nobau A, Fumagalli A, Del Castillo-Izquierdo Á, Rosell-Díaz M, de la Vega-Correa L, Samulėnaitė S, Motger-Albertí A, Arnoriaga-Rodríguez M, Garre-Olmo J, Puig J, Ramos R, Burokas A, Coll C, Zapata-Tona C, Perez-Brocal V, Ramio L, Moya A, Swann J, Martín-García E, Maldonado R, Fernández-Real JM, Mayneris-Perxachs J	BACKGROUND: Obesity-related alterations in the gut microbiota have been linked to cognitive decline, yet their relationship with attention remains poorly understood. OBJECTIVE: To evaluate the possible relationships among gut metagenomics, plasma metabolomics and attention. DESIGN: We conducted faecal shotgun metagenomics and targeted plasma tryptophan metabolomics across three independent cohorts (n=156, n=124, n=804) with functional validations in preclinical models, including three faecal microbiota transplantation (FMT) experiments in mice and Drosophila melanogaster. RESULTS: Obesity was consistently associated with reduced attention. Metagenomics analyses identified Proteobacteria species and microbial functions related to tryptophan biosynthesis from anthranilic acid (AA) as negatively associated with attention in obesity. Plasma tryptophan metabolic profiling and machine learning revealed that 3-hydroxyanthranilic acid (3-HAA) was positively associated with attention, particularly in obesity, while AA showed a negative association. Bariatric surgery improved attention and enriched microbial species linked to attention. In mice, diet-induced obesity (DIO) and microbiota depletion reduced 3-HAA and 5-hydroxy-indole acetic acid (5-HIAA) concentrations in the prefrontal cortex (PFC), which were restored by FMT. Global metabolic profiling (>600 metabolites) of PFC from the FMT group identified 3-HAA and the tryptophan and tyrosine pathways among the most significant in mice receiving microbiota from high-attention donors. A second FMT experiment also revealed a consistent enrichment of the tryptophan and tyrosine metabolism at the transcriptional level in the PFC, with Haao (3-hydroxyantrhanilic acid dioxygenase) and Aox4 (aldehyde oxidase 4), key in 3-HAA and 5-HIAA degradation, among the significantly regulated genes. In a third FMT study, attentional traits were transmitted from humans to mice alongside modulation of serotonergic and dopaminergic pathways. In Drosophila, mono-colonisation with Enterobacter cloacae and DIO induced attention deficit-like behaviours, which were mitigated by 3-HAA supplementation. CONCLUSIONS: We have identified the microbiota and 3-HAA as potential therapeutic targets to improve attention, especially in obesity.	Gut	27/09/2025
10.1038/s41392-025-02409-2	Tumor microenvironment delineates differential responders to trastuzumab	Pan H, Wang J, Sun Y, Li F, Sun C, Liu M, Xu H, Tao J, Mao X, Wang C, Wang S, Li W, Ding Q, Zhou W	Trastuzumab emtansine (T-DM1) has been approved for the treatment of HER2-positive breast cancer. However, the efficacy of T-DM1 for patients after failure of pyrotinib and/or trastuzumab plus pertuzumab has not been clear. Additionally, no biomarker has been reported to predict the effect of T-DM1. In this multicenter phase II trial (NCT06125834), 36 participants with HER2-positive metastatic breast cancer were enrolled to receive T-DM1 therapy on a 21-day cycle until progression or unacceptable toxicity. The primary endpoint was the objective response rate (ORR). The secondary endpoints included the disease control rate (DCR), clinical benefit rate (CBR), progression-free survival (PFS), and toxicity. The primary endpoint was an ORR of 47.2% (17/36, 95% CI 30.4-64.5). The treatment exhibited a manageable toxicity profile. The DCR was 66.7% (24/36, 95% CI 49.0-81.4), and the CBR was 50.0% (18/36, 95% CI 32.9-67.1). The median PFS was 6.6 (95% CI 5.2-NA) months. Single-cell RNA sequencing revealed that the low cell cycle activity of cancer cells, activated macrophages and CD8+ T cells was associated with the good efficacy of T-DM1, which was validated in a neoadjuvant cohort. This study suggests that T-DM1 is effective with a measurable safety profile in patients with metastatic HER2-positive breast cancer after failure of pyrotinib and/or trastuzumab plus pertuzumab. Our preliminary findings suggest potential biomarkers that may help predict T-DM1 efficacy, generating hypotheses for novel therapeutic targets that may address T-DM1 resistance.	Signal transduction and targeted therapy	29/09/2025
10.1002/14651858.CD016131	Efficacy and safety of respiratory syncytial virus vaccines.	Saif-Ur-Rahman KM, King C, Whelan SO, Blair M, Donohue S, Madden C, Kothari K, Sommer I, Harder T, Dauby N, Moustsen-Helms IR, Ruta S, Frère J, Schönfeld V, Poukka E, Lutsar I, Olsson K, Melidou A, Adel Ali K, Dwan K, Devane D	RATIONALE: Respiratory syncytial virus (RSV) is a highly transmissible pathogen that causes varying degrees of respiratory illness across all age groups. The safety and efficacy profiles of available RSV vaccines, a critical consideration for their integration into public health strategies and clinical practice, remain uncertain. OBJECTIVES: To assess the benefits and harms of RSV vaccines compared to placebo, no intervention, vaccines for other respiratory infections, other RSV vaccines, or monoclonal antibodies (mAbs) across all human populations. SEARCH METHODS: We conducted a comprehensive literature search of CENTRAL, MEDLINE, Embase, ClinicalTrials.gov, and the WHO ICTRP following standard systematic review methodology from 2000 to April 2024. ELIGIBILITY CRITERIA: We included both randomised controlled trials (RCTs) and non-randomised studies of interventions (NRSIs) involving all human populations comparing RSV vaccines with placebo, no intervention, vaccines for other respiratory infections, other RSV vaccines, or mAbs. We excluded studies focused on dose-finding schedules and immunogenicity assessment. OUTCOMES: Benefits included frequency of RSV illness (both lower and upper respiratory illness) confirmed by laboratory tests (RSV-associated lower respiratory tract illness and RSV-associated acute respiratory illness); hospitalisation due to RSV disease (both lower and upper respiratory illness) confirmed by laboratory tests; mortality from illness caused by RSV (confirmed by laboratory test); all-cause mortality; and admission to an intensive care unit. Harms included serious adverse events (SAEs) related to vaccination, including neurological disorders such as Guillain-Barré syndrome. RISK OF BIAS: We assessed risk of bias in RCTs using Cochrane's RoB 2 tool. SYNTHESIS METHODS: We used standard Cochrane methods. INCLUDED STUDIES: We identified 14 RCTs: five trials (101,825 participants) on older adults; three trials (12,010 participants) on maternal vaccination and effects on infants; one trial (300 participants) on women of childbearing age; and five trials (192 participants) on infants and children. We identified no NRSIs. SYNTHESIS OF RESULTS: RSV prefusion vaccine versus placebo in older adults These vaccines reduced RSV-associated lower respiratory tract illness with vaccine efficacy (VE) of 77% (95% confidence interval (CI) 0.70 to 0.83; risk ratio (RR) 0.23, 95% CI 0.17 to 0.30; 4 RCTs, 99,931 participants; high-certainty evidence) and	The Cochrane database of systematic reviews	29/09/2025
10.1016/j.jhep.2025.09.018	PARG inhibition halts cholangiocarcinoma progression via the Hippo pathway and	Yu M, Xie P, Yu Q, Zhao Y, Xu W, Yang Z, Wei Y, Zhou B, Liu S, Dong S, Xu Y, Xiao Y, Zhang B, Guo L, Ye Q, Li H	BACKGROUND & AIMS: Cholangiocarcinoma (CCA) is a fatal malignancy with limited therapeutic options. We sought to investigate the oncogenic role of poly(ADP-ribose) glycohydrolase (PARG) and test potential therapeutic strategies. METHODS: A tissue microarray comprising 275 CCA patient samples was analyzed by immunohistochemistry. Liquid chromatography-tandem mass spectrometry was utilized to identify downstream targets of PARG. Transgenic mice (Parg(f/f)) were employed to establish spontaneous CCA model via hydrodynamic tail vein injection (HTVi) and biliary instillation (BI). The efficacy of PARG inhibition was tested in various CCA preclinical models, including patient derived organoids (PDOs), patient-derived xenograft (PDX), an immunocompetent syngeneic murine model, and orthotopic xenograft models. Cytometry by time of flight (CyTOF) analysis was utilized to profile the changes in tumor microenvironment following PARG inhibition and anti-PD-1 therapy. RESULTS: PARG is highly expressed in CCA and predicts a dismal prognosis based on analysis of a large patient cohort. Genetic depletion of Parg in spontaneous CCA models induced by two methods, including HTVi and BI, significantly halted carcinogenesis. PARG inhibition alone showed impressive efficacy and potentiated Gem/Cis in PDOs, PDX, and orthotopic models. Mechanistically, PARG dePARylates and suppresses ITCH autoubiquitination, thus inhibiting the Hippo pathway, which promotes CCA proliferation and chemoresistance. Moreover, CyTOF analysis revealed the crosstalk between the tumor and stroma, which could be suppressed by PARG inhibitors via TEADs/CXCR4/CXCL12 axis. Combining PD-1 blockade and Gem/Cis with PARG inhibitors resulted in a significantly greater reduction in tumor burden, as well as a survival benefit. CONCLUSIONS: Targeting PARG limits CCA progression, alleviates desmoplasia, and enhances response to both anti-PD-1 therapy and chemotherapy. LAY SUMMARY: Little is known about the role of PARG in CCA development and progression. Herein, we show that PARG expression is upregulated and hyperactivated in CCA, promoting tumor cell proliferation, cancer-associated fibroblast recruitment, and resistance to therapy. Pharmacological inhibition of PARG suppresses CCA development and could be an effective therapeutic strategy when combined with chemotherapy and immunotherapy.	Journal of hepatology	26/09/2025
10.1038/s41418-025-01590-9	AMPK-activated BAP1 regulates pVHL stability and tumor-suppressive functions.	Li M, Huang L, Chen J, Guan T, Wen Y, Zhu Y, Yang X, Zhang C, Ma X, Wan R, He Y, Zhou Y, Song Y, Zhang H, Liu T	The von Hippel-Lindau (VHL) protein (pVHL) functions as a potent tumor suppressor by mediating the degradation or inactivation of various substrates, including HIFα and Akt. However, pVHL is frequently downregulated in numerous cancers harboring wild-type VHL, and underlying mechanisms remains elusive. Aberrant glucose metabolism is a hallmark of cancer, driving tumor progression and therapeutic resistance. Despite this, the connection between glucose homoeostasis and pVHL turnover and functions has yet to be defined. In this study, we demonstrate that dysregulated glucose metabolism destabilizes pVHL in pancreatic ductal adenocarcinoma (PDAC), colorectal, and ovarian cancer cells. Mechanistically, energy stress induced by glucose starvation, 2-deoxyglucose (2-DG), or metformin activates AMP-activated protein kinase (AMPK), which subsequently phosphorylates and activates BAP1, a deubiquitinase whose specific function in targeting pVHL for deubiquitination and stabilization had not been previously characterized. Specifically, AMPKα phosphorylates BAP1 at residues S123, S469, and S583, enhancing the interaction between BAP1 and pVHL and promoting pVHL stabilization and tumor-suppressive function both in vitro and in vivo. Conversely, disrupting BAP1 phosphorylation through AMPKα depletion or reconstitution with a phosphorylation-defective BAP1 mutant (S123A/S469A/S583A) abolishes the BAP1-pVHL interaction, leading to impaired pVHL stabilization and accelerated tumor progression in cancer cell lines and patient-derived xenograft models. Clinically, our analysis reveals a positive correlation between levels of phosphorylated AMPKα (p-AMPKα), phosphorylated Ser123-BAP1 (pSer123-BAP1), and pVHL levels in PDAC, colorectal cancer, and ovarian cancer specimens. Collectively, these findings elucidate a novel mechanism linking dysregulated glucose metabolism to compromised function of the BAP1-pVHL tumor-suppressive axis. Our results suggest that therapeutic strategies designed to activate this pathway may represent a promising approach for treating cancers characterized by downregulated wild-type VHL and aberrant glucose metabolism.	Cell death and differentiation	27/09/2025
10.1016/j.cell.2025.09.001	Safe immunosuppression-resistant pan-cancer immunotherapeutics by velcro-like	Zhou RW, Purohit PK, Kim JH, Lee SU, Burshteyn N, Tifrea D, Cordon A, Grigorian A, Newton BL, Edwards RA, Demetriou M	"Bispecific antibodies and chimeric antigen receptor T cells are some of the most potent cancer immunotherapeutics in clinical use, yet most cancers remain poorly targetable. High-affinity antibodies required to maximize killing detect low antigen expression in normal tissue, risking ""on-target, off-cancer"" toxicity. This compels identification of cancer-restricted cell-surface protein antigens, which are rare. Tumor-associated carbohydrate antigens (TACAs) are the most abundant and widespread cancer antigens known but are poorly targetable by antibodies. Here, we describe glycan-dependent T cell recruiter (GlyTR) pan-cancer immunotherapeutics that utilize high-avidity ""velcro-like"" lectin binding to kill cells with high but not low TACA expression. GlyTR1 and GlyTR2 bind immunosuppressive β1,6GlcNAc-branched N-glycans or multiple TACAs (Tn, sialyl-Tn, LacDiNAc, and GD2), respectively, overcome immunosuppressive mechanisms in the tumor microenvironment and trigger target-density-dependent T cell-mediated pan-cancer killing, yet they lack toxicity in mice with human-like TACA expression. Density-dependent lectin binding to TACAs provides highly potent and safe pan-cancer immunotherapeutics."	Cell	25/09/2025
